"H_vulgarisAEP","Orthogroup","Ortholog","EnsemblID","EnsemblLongName","genBankAnnotation","PANTHER_ID","PANTHER_NAME","PFAM_ID","PFAM_NAME","UniprotHit"
"HVAEP1_T000426.2","OG0002552","PPP2R1A, PPP2R1B","ENSG00000105568, ENSG00000137713","protein phosphatase 2 scaffold subunit Aalpha, protein phosphatase 2 scaffold subunit Abeta",NA,"PTHR10648:SF9","SERINE/THREONINE-PROTEIN PHOSPHATASE 2A 65 KDA REGULATORY SUBUNIT A BETA ISOFORM","PF13646; PF02985","HEAT repeats; HEAT repeat","2AAA_BOVIN;Serine/threonine-protein_phosphatase_2A_65_kDa_regulatory_subunit_A_alpha_isoform"
"HVAEP1_T000428.1","OG0002023","RC3H2, RC3H1","ENSG00000056586, ENSG00000135870","ring finger and CCCH-type domains 2, ring finger and CCCH-type domains 1",NA,"PTHR13139:SF54","LD12033P",NA,NA,"RC3H1_XENLA;Roquin-1"
"HVAEP1_T000429.1",NA,NA,NA,NA,NA,NA,NA,"PF16064","Domain of unknown function (DUF4806)",NA
"HVAEP1_T000431.1",NA,NA,NA,NA,NA,"PTHR23257:SF706","PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE MOS","PF07714","Protein tyrosine and serine/threonine kinase","GDT4_DICDI;Probable_serine/threonine-protein_kinase_gdt4"
"HVAEP1_T000435.1","OG0002708","ARHGAP31, ARHGAP30, ARHGAP33, ARHGAP32","ENSG00000031081, ENSG00000186517, ENSG00000004777, ENSG00000134909","Rho GTPase activating protein 33, Rho GTPase activating protein 31, Rho GTPase activating protein 32, Rho GTPase activating protein 30",NA,"PTHR15729:SF10","GTPASE-ACTIVATING PROTEIN CDGAPR","PF00620; PF14604","RhoGAP domain; Variant SH3 domain","RHG32_XENLA;Rho_GTPase-activating_protein_32"
"HVAEP1_T000436.1","OG0002708","ARHGAP31, ARHGAP30, ARHGAP33, ARHGAP32","ENSG00000031081, ENSG00000186517, ENSG00000004777, ENSG00000134909","Rho GTPase activating protein 33, Rho GTPase activating protein 31, Rho GTPase activating protein 32, Rho GTPase activating protein 30",NA,"PTHR15729:SF10","GTPASE-ACTIVATING PROTEIN CDGAPR",NA,NA,"CDGAP_DROME;GTPase-activating_protein_CdGAPr"
"HVAEP1_T000437.1","OG0002708","ARHGAP31, ARHGAP30, ARHGAP33, ARHGAP32","ENSG00000031081, ENSG00000186517, ENSG00000004777, ENSG00000134909","Rho GTPase activating protein 33, Rho GTPase activating protein 31, Rho GTPase activating protein 32, Rho GTPase activating protein 30",NA,NA,NA,NA,NA,NA
"HVAEP1_T000439.1","OG0008213","TMEM218","ENSG00000150433","transmembrane protein 218",NA,NA,NA,NA,NA,NA
"HVAEP1_T000440.2",NA,NA,NA,NA,NA,"PTHR33053:SF18","AGAP000105-PA",NA,NA,NA
"HVAEP1_T000441.1",NA,NA,NA,NA,NA,NA,NA,"PF05225","helix-turn-helix, Psq domain",NA
"HVAEP1_T000443.1",NA,NA,NA,NA,NA,NA,NA,"PF00078","Reverse transcriptase (RNA-dependent DNA polymerase)","RTBS_DROME;Probable_RNA-directed_DNA_polymerase_from_transposon_BS"
"HVAEP1_T000447.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000451.1","OG0002552","PPP2R1A, PPP2R1B","ENSG00000105568, ENSG00000137713","protein phosphatase 2 scaffold subunit Aalpha, protein phosphatase 2 scaffold subunit Abeta",NA,"PTHR10648:SF9","SERINE/THREONINE-PROTEIN PHOSPHATASE 2A 65 KDA REGULATORY SUBUNIT A BETA ISOFORM","PF02985; PF13646","HEAT repeat; HEAT repeats","2AAA_BOVIN;Serine/threonine-protein_phosphatase_2A_65_kDa_regulatory_subunit_A_alpha_isoform"
"HVAEP1_T000452.1",NA,NA,NA,NA,NA,"PTHR32166:SF81","HAT TRANSPOSON SUPERFAMILY PROTEIN","PF04937; PF05699","Protein of unknown function (DUF 659); hAT family C-terminal dimerisation region",NA
"HVAEP1_T000453.1","OG0002023","RC3H2, RC3H1","ENSG00000056586, ENSG00000135870","ring finger and CCCH-type domains 2, ring finger and CCCH-type domains 1",NA,"PTHR13139:SF6","ROQUIN-1",NA,NA,"RC3H2_MOUSE;Roquin-2"
"HVAEP1_T000454.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000457.1","OG0002708","ARHGAP31, ARHGAP30, ARHGAP33, ARHGAP32","ENSG00000031081, ENSG00000186517, ENSG00000004777, ENSG00000134909","Rho GTPase activating protein 33, Rho GTPase activating protein 31, Rho GTPase activating protein 32, Rho GTPase activating protein 30",NA,NA,NA,"PF14604; PF00620","Variant SH3 domain; RhoGAP domain","RHG32_XENLA;Rho_GTPase-activating_protein_32"
"HVAEP1_T000458.1","OG0008213","TMEM218","ENSG00000150433","transmembrane protein 218",NA,NA,NA,NA,NA,NA
"HVAEP1_T000459.1",NA,NA,NA,NA,NA,NA,NA,"PF00041","Fibronectin type III domain","TENA_CHICK;Tenascin"
"HVAEP1_T000461.1","OG0001005","CG8132","FBgn0037687","NA",NA,"PTHR23088:SF30","OMEGA-AMIDASE NIT2","PF00795","Carbon-nitrogen hydrolase","NIT2_XENTR;Omega-amidase_NIT2"
"HVAEP1_T000463.1","OG0002165","XB5767034","ENSXETG00000008182","putative serine protease K12H4.7",NA,"PTHR11010:SF87","SERINE PROTEASE 16","PF05577","Serine carboxypeptidase S28","YM67_CAEEL;Putative_serine_protease_K12H4.7"
"HVAEP1_T000464.1","OG0004604","ZDHHC6","ENSG00000023041","zinc finger DHHC-type palmitoyltransferase 6",NA,"PTHR22883:SF35","PALMITOYLTRANSFERASE ZDHHC6","PF01529","DHHC palmitoyltransferase","ZDHC6_DANRE;Palmitoyltransferase_ZDHHC6"
"HVAEP1_T000466.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000469.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000473.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000474.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POL_BAEVM;Gag-Pol_polyprotein"
"HVAEP1_T000475.1","OG0002695","RBBP5","ENSG00000117222","RB binding protein 5, histone lysine methyltransferase complex subunit",NA,"PTHR44040","RETINOBLASTOMA-BINDING PROTEIN 5",NA,NA,"RBBP5_HUMAN;Retinoblastoma-binding_protein_5"
"HVAEP1_T000476.1",NA,NA,NA,NA,NA,"PTHR47160:SF4","PROTEIN CBG17457","PF13920","Zinc finger, C3HC4 type (RING finger)","BIRC7_MOUSE;Baculoviral_IAP_repeat-containing_protein_7"
"HVAEP1_T000479.1","OG0002695","RBBP5","ENSG00000117222","RB binding protein 5, histone lysine methyltransferase complex subunit",NA,NA,NA,NA,NA,NA
"HVAEP1_T000485.1",NA,NA,NA,NA,NA,NA,NA,"PF02786","Carbamoyl-phosphate synthase L chain, ATP binding domain","MCCA_MOUSE;Methylcrotonoyl-CoA_carboxylase_subunit_alpha,_mitochondrial"
"HVAEP1_T000487.1",NA,NA,NA,NA,NA,NA,NA,"PF13920","Zinc finger, C3HC4 type (RING finger)","BIRC7_MOUSE;Baculoviral_IAP_repeat-containing_protein_7"
"HVAEP1_T000488.1","OG0000678","MCCC1","ENSG00000078070","methylcrotonoyl-CoA carboxylase 1",NA,"PTHR18866:SF33","METHYLCROTONOYL-COA CARBOXYLASE SUBUNIT ALPHA, MITOCHONDRIAL-RELATED","PF02785; PF00364; PF02786; PF00289","Biotin carboxylase C-terminal domain; Biotin-requiring enzyme; Carbamoyl-phosphate synthase L chain, ATP binding domain; Biotin carboxylase, N-terminal domain","MCCA_MOUSE;Methylcrotonoyl-CoA_carboxylase_subunit_alpha,_mitochondrial"
"HVAEP1_T000489.1","OG0004873","PPP1R11, PPP1R11, PPP1R11, PPP1R11, PPP1R11, PPP1R11, PPP1R11, PPP1R11","ENSG00000237829, ENSG00000237403, ENSG00000236560, ENSG00000233314, ENSG00000227720, ENSG00000206501, ENSG00000234058, ENSG00000204619","protein phosphatase 1 regulatory inhibitor subunit 11",NA,"PTHR20835","E3 UBIQUITIN-PROTEIN LIGASE PPP1R11-RELATED","PF07491","Protein phosphatase inhibitor","PP1RB_XENTR;E3_ubiquitin-protein_ligase_PPP1R11"
"HVAEP1_T000490.1","OG0000155","DNAJC12","ENSG00000108176","DnaJ heat shock protein family (Hsp40) member C12",NA,"PTHR44500","DNAJ HOMOLOG SUBFAMILY C MEMBER 12","PF00226","DnaJ domain","DJC12_RAT;DnaJ_homolog_subfamily_C_member_12"
"HVAEP1_T000492.1",NA,NA,NA,NA,NA,NA,NA,"PF01522; PF01607","Polysaccharide deacetylase; Chitin binding Peritrophin-A domain","CDA1_BOMMO;Chitin_deacetylase_1"
"HVAEP1_T000499.1",NA,NA,NA,NA,NA,"PTHR34153:SF8","SI:DKEY-65L23.2","PF16064","Domain of unknown function (DUF4806)",NA
"HVAEP1_T000502.1","OG0000631","EFNA1, EFNA2, EFNA5, EFNA3, EFNA4, EFNB3, EFNB2, EFNB1","ENSG00000169242, ENSG00000099617, ENSG00000184349, ENSG00000143590, ENSG00000243364, ENSG00000108947, ENSG00000125266, ENSG00000090776","ephrin B2, ephrin A2, ephrin B1, ephrin A5, ephrin B3, ephrin A3, ephrin A4, ephrin A1",NA,NA,NA,NA,NA,NA
"HVAEP1_T000505.1",NA,NA,NA,NA,NA,"PTHR33053:SF18","AGAP000105-PA",NA,NA,NA
"HVAEP1_T000508.1",NA,NA,NA,NA,NA,NA,NA,"PF14291","Domain of unknown function (DUF4371)",NA
"HVAEP1_T000509.1","OG0000128","CASP8, CASP10","ENSG00000064012, ENSG00000003400","caspase 8, caspase 10",NA,"PTHR10454:SF210","CASPASE-RELATED","PF00656","Caspase domain","CASP3_PIG;Caspase-3"
"HVAEP1_T000511.1",NA,NA,NA,NA,NA,NA,NA,"PF01335","Death effector domain","HOBOT_DROME;Transposable_element_Hobo_transposase"
"HVAEP1_T000512.1",NA,NA,NA,NA,NA,NA,NA,"PF05699","hAT family C-terminal dimerisation region","ZBED1_HUMAN;E3_SUMO-protein_ligase_ZBED1"
"HVAEP1_T000514.1","OG0000316","KCNH6, KCNH2, KCNH7","ENSG00000173826, ENSG00000055118, ENSG00000184611","potassium voltage-gated channel subfamily H member 2, potassium voltage-gated channel subfamily H member 7, potassium voltage-gated channel subfamily H member 6",NA,"PTHR10217:SF548","GH12235P","PF00027; PF00520","Cyclic nucleotide-binding domain; Ion transport protein","KCNH6_RAT;Potassium_voltage-gated_channel_subfamily_H_member_6"
"HVAEP1_T000516.1","OG0000316","KCNH6, KCNH2, KCNH7","ENSG00000173826, ENSG00000055118, ENSG00000184611","potassium voltage-gated channel subfamily H member 2, potassium voltage-gated channel subfamily H member 7, potassium voltage-gated channel subfamily H member 6",NA,"PTHR10217:SF548","GH12235P","PF07885","Ion channel","KCNH2_CANLF;Potassium_voltage-gated_channel_subfamily_H_member_2"
"HVAEP1_T000517.1","OG0000316","KCNH6, KCNH2, KCNH7","ENSG00000173826, ENSG00000055118, ENSG00000184611","potassium voltage-gated channel subfamily H member 2, potassium voltage-gated channel subfamily H member 7, potassium voltage-gated channel subfamily H member 6",NA,"PTHR10217:SF548","GH12235P","PF00027","Cyclic nucleotide-binding domain","UN103_CAEEL;Potassium_voltage-gated_channel_unc-103"
"HVAEP1_T000518.1","OG0000364","T05B9.2","WBGene00011465","hypothetical protein",NA,NA,NA,"PF00024","PAN domain",NA
"HVAEP1_T000519.1",NA,NA,NA,NA,NA,"PTHR43647:SF5","DEHYDROGENASE/REDUCTASE-RELATED","PF00106","short chain dehydrogenase","TIC32_ARATH;Short-chain_dehydrogenase_TIC_32,_chloroplastic"
"HVAEP1_T000520.1",NA,NA,NA,NA,NA,"PTHR43647:SF5","DEHYDROGENASE/REDUCTASE-RELATED","PF00106","short chain dehydrogenase","OXIR_STRAT;Probable_oxidoreductase"
"HVAEP1_T000522.1",NA,NA,NA,NA,NA,NA,NA,"PF07498","Rho termination factor, N-terminal domain",NA
"HVAEP1_T000528.1",NA,NA,NA,NA,NA,"PTHR46082:SF6","ATP/GTP-BINDING PROTEIN-RELATED","PF13374","Tetratricopeptide repeat",NA
"HVAEP1_T000530.1",NA,NA,NA,NA,NA,NA,NA,"PF07498","Rho termination factor, N-terminal domain",NA
"HVAEP1_T000539.1",NA,NA,NA,NA,NA,"PTHR33309:SF5","MICROSOMAL DIPEPTIDASE FAMILY PROTEIN",NA,NA,NA
"HVAEP1_T000540.1",NA,NA,NA,NA,NA,"PTHR46289:SF3","52 KDA REPRESSOR OF THE INHIBITOR OF THE PROTEIN KINASE-LIKE PROTEIN","PF05699","hAT family C-terminal dimerisation region",NA
"HVAEP1_T000541.1",NA,NA,NA,NA,NA,"PTHR43647:SF5","DEHYDROGENASE/REDUCTASE-RELATED","PF00106","short chain dehydrogenase","RDH12_MOUSE;Retinol_dehydrogenase_12"
"HVAEP1_T000542.1",NA,NA,NA,NA,NA,"PTHR43647:SF5","DEHYDROGENASE/REDUCTASE-RELATED","PF00106","short chain dehydrogenase","TIC32_ARATH;Short-chain_dehydrogenase_TIC_32,_chloroplastic"
"HVAEP1_T000549.1",NA,NA,NA,NA,NA,"PTHR43647:SF5","DEHYDROGENASE/REDUCTASE-RELATED",NA,NA,"PRX1_PENRF;Short-chain_dehydrogenase/reductase_prx1"
"HVAEP1_T000550.1",NA,NA,NA,NA,NA,"PTHR43647:SF5","DEHYDROGENASE/REDUCTASE-RELATED","PF00106","short chain dehydrogenase","RDH12_MOUSE;Retinol_dehydrogenase_12"
"HVAEP1_T000552.1",NA,NA,NA,NA,NA,"PTHR43647:SF5","DEHYDROGENASE/REDUCTASE-RELATED","PF00106","short chain dehydrogenase","TIC32_ARATH;Short-chain_dehydrogenase_TIC_32,_chloroplastic"
"HVAEP1_T000553.1",NA,NA,NA,NA,NA,"PTHR18945:SF853","GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT BETA-LIKE","PF02931; PF02932","Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion-channel transmembrane region","GBRB3_MOUSE;Gamma-aminobutyric_acid_receptor_subunit_beta-3"
"HVAEP1_T000555.1",NA,NA,NA,NA,NA,NA,NA,"PF00628; PF01400","PHD-finger; Astacin (Peptidase family M12A)","NAS6_CAEEL;Zinc_metalloproteinase_nas-6"
"HVAEP1_T000556.1",NA,NA,NA,NA,NA,NA,NA,"PF05485","THAP domain","THA11_DANRE;THAP_domain-containing_protein_11"
"HVAEP1_T000557.1",NA,NA,NA,NA,NA,NA,NA,"PF01400","Astacin (Peptidase family M12A)","TLD_DROME;Dorsal-ventral_patterning_protein_tolloid"
"HVAEP1_T000558.1","OG0005521","RPS19","ENSG00000105372","ribosomal protein S19","DQ286051.1; ribosomal protein S19","PTHR11710:SF14","40S RIBOSOMAL PROTEIN S19-1-RELATED","PF01090","Ribosomal protein S19e","RS19_BRABE;40S_ribosomal_protein_S19"
"HVAEP1_T000559.2","OG0005861","EI24","ENSG00000149547","EI24 autophagy associated transmembrane protein",NA,"PTHR21389","P53 INDUCED PROTEIN","PF07264","Etoposide-induced protein 2.4 (EI24)","EI24_HUMAN;Etoposide-induced_protein_2.4_homolog"
"HVAEP1_T000560.1","OG0006667","PEX2","ENSG00000164751","peroxisomal biogenesis factor 2",NA,"PTHR23350:SF4","PEROXISOME BIOGENESIS FACTOR 2","PF04757; PF00097","Pex2 / Pex12 amino terminal region; Zinc finger, C3HC4 type (RING finger)","PEX2_RAT;Peroxisome_biogenesis_factor_2"
"HVAEP1_T000561.1",NA,NA,NA,NA,NA,"PTHR10656:SF69","MAB-21 DOMAIN CONTAINING 2","PF03281","Mab-21 protein","M21D2_MOUSE;Protein_MB21D2"
"HVAEP1_T000563.1",NA,NA,NA,NA,NA,"PTHR10656:SF69","MAB-21 DOMAIN CONTAINING 2","PF03281","Mab-21 protein","M21D2_MOUSE;Protein_MB21D2"
"HVAEP1_T000564.1",NA,NA,NA,NA,NA,"PTHR10656:SF69","MAB-21 DOMAIN CONTAINING 2","PF03281","Mab-21 protein","M21D2_MOUSE;Protein_MB21D2"
"HVAEP1_T000574.2","OG0000271","MCF2L2, MCF2L, MCF2","ENSG00000053524, ENSG00000126217, ENSG00000101977","MCF.2 cell line derived transforming sequence like, MCF.2 cell line derived transforming sequence, MCF.2 cell line derived transforming sequence-like 2",NA,"PTHR22826:SF201","GUANINE NUCLEOTIDE EXCHANGE FACTOR MCF2L2-RELATED","PF00621; PF00018","RhoGEF domain; SH3 domain","MCF2L_RAT;Guanine_nucleotide_exchange_factor_DBS"
"HVAEP1_T000575.1","OG0001217","ATG4A, ATG4B","ENSG00000101844, ENSG00000168397","autophagy related 4A cysteine peptidase, autophagy related 4B cysteine peptidase",NA,"PTHR22624:SF39","CYSTEINE PROTEASE ATG4B","PF03416","Peptidase family C54","ATG4B_CHICK;Cysteine_protease_ATG4B"
"HVAEP1_T000576.1","OG0002233","pole-1","WBGene00009368","DNA polymerase epsilon catalytic subunit",NA,"PTHR10670","DNA POLYMERASE EPSILON CATALYTIC SUBUNIT A","PF08490; PF03104; PF00136","Domain of unknown function (DUF1744); DNA polymerase family B, exonuclease domain; DNA polymerase family B","DPOE1_HUMAN;DNA_polymerase_epsilon_catalytic_subunit_A"
"HVAEP1_T000577.1","OG0002233","pole-1","WBGene00009368","DNA polymerase epsilon catalytic subunit",NA,"PTHR10670","DNA POLYMERASE EPSILON CATALYTIC SUBUNIT A","PF08490","Domain of unknown function (DUF1744)","DPOE1_MOUSE;DNA_polymerase_epsilon_catalytic_subunit_A"
"HVAEP1_T000580.1",NA,NA,NA,NA,NA,"PTHR36159","PROTEIN CBG23766",NA,NA,NA
"HVAEP1_T000582.1",NA,NA,NA,NA,NA,"PTHR19959","KINESIN LIGHT CHAIN","PF10335","Putative nucleotidyltransferase substrate binding domain",NA
"HVAEP1_T000583.1",NA,NA,NA,NA,NA,"PTHR19959","KINESIN LIGHT CHAIN","PF13424","Tetratricopeptide repeat",NA
"HVAEP1_T000584.1",NA,NA,NA,NA,NA,"PTHR19959","KINESIN LIGHT CHAIN","PF13424","Tetratricopeptide repeat",NA
"HVAEP1_T000585.1",NA,NA,NA,NA,NA,"PTHR19959","KINESIN LIGHT CHAIN","PF13181; PF12796","Tetratricopeptide repeat; Ankyrin repeats (3 copies)","ANFY1_MOUSE;Rabankyrin-5"
"HVAEP1_T000587.2","OG0004214","FLAD1","ENSG00000160688","flavin adenine dinucleotide synthetase 1",NA,"PTHR23293:SF9","FAD SYNTHASE","PF01507","Phosphoadenosine phosphosulfate reductase family","FLAD1_XENLA;FAD_synthase"
"HVAEP1_T000590.1",NA,NA,NA,NA,NA,NA,NA,"PF14388","Domain of unknown function (DUF4419)",NA
"HVAEP1_T000591.1",NA,NA,NA,NA,NA,NA,NA,"PF14388","Domain of unknown function (DUF4419)","YL662_MIMIV;Uncharacterized_protein_L662"
"HVAEP1_T000592.1",NA,NA,NA,NA,NA,NA,NA,"PF14388","Domain of unknown function (DUF4419)",NA
"HVAEP1_T000594.1",NA,NA,NA,NA,NA,NA,NA,"PF00059","Lectin C-type domain",NA
"HVAEP1_T000595.1",NA,NA,NA,NA,NA,NA,NA,"PF14388","Domain of unknown function (DUF4419)","YL662_MIMIV;Uncharacterized_protein_L662"
"HVAEP1_T000596.1",NA,NA,NA,NA,NA,NA,NA,"PF14388","Domain of unknown function (DUF4419)","YL662_MIMIV;Uncharacterized_protein_L662"
"HVAEP1_T000597.1",NA,NA,NA,NA,NA,"PTHR18945:SF853","GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT BETA-LIKE","PF02932; PF02931","Neurotransmitter-gated ion-channel transmembrane region; Neurotransmitter-gated ion-channel ligand binding domain","GBRB1_MOUSE;Gamma-aminobutyric_acid_receptor_subunit_beta-1"
"HVAEP1_T000600.1",NA,NA,NA,NA,NA,NA,NA,"PF03184","DDE superfamily endonuclease","CLZ9_COCLU;MFS-type_transporter_clz9"
"HVAEP1_T000603.1","OG0000933","U2AF1, U2AF1L5, U2AF1L4","ENSG00000160201, ENSG00000275895, ENSG00000161265","U2 small nuclear RNA auxiliary factor 1 like 5, U2 small nuclear RNA auxiliary factor 1, U2 small nuclear RNA auxiliary factor 1 like 4",NA,"PTHR12620:SF3","SPLICING FACTOR U2AF 26 KDA SUBUNIT","PF00076; PF00642","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); Zinc finger C-x8-C-x5-C-x3-H type (and similar)","U2AF1_BOVIN;Splicing_factor_U2AF_35_kDa_subunit"
"HVAEP1_T000604.1",NA,NA,NA,NA,NA,NA,NA,"PF10277","Frag1/DRAM/Sfk1 family","DRAM1_HUMAN;DNA_damage-regulated_autophagy_modulator_protein_1"
"HVAEP1_T000606.1",NA,NA,NA,NA,NA,"PTHR47094:SF12","ELFLESS, ISOFORM B","PF14634","zinc-RING finger domain","RNF4_MOUSE;E3_ubiquitin-protein_ligase_RNF4"
"HVAEP1_T000609.1",NA,NA,NA,NA,NA,NA,NA,"PF14388","Domain of unknown function (DUF4419)",NA
"HVAEP1_T000613.1","OG0000128","CASP8, CASP10","ENSG00000064012, ENSG00000003400","caspase 8, caspase 10",NA,"PTHR10454:SF210","CASPASE-RELATED","PF00656","Caspase domain","CASPA_HUMAN;Caspase-10"
"HVAEP1_T000614.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000616.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000619.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000620.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000628.1",NA,NA,NA,NA,NA,"PTHR46169:SF15","DNA REPLICATION-RELATED ELEMENT FACTOR, ISOFORM A","PF05699","hAT family C-terminal dimerisation region",NA
"HVAEP1_T000631.1",NA,NA,NA,NA,NA,NA,NA,"PF15299","Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8",NA
"HVAEP1_T000632.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000639.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000640.1",NA,NA,NA,NA,NA,NA,NA,"PF14388","Domain of unknown function (DUF4419)",NA
"HVAEP1_T000641.1",NA,NA,NA,NA,NA,NA,NA,"PF00443","Ubiquitin carboxyl-terminal hydrolase","UBP2_RAT;Ubiquitin_carboxyl-terminal_hydrolase_2"
"HVAEP1_T000642.1","OG0001413","GNL2","ENSG00000134697","G protein nucleolar 2",NA,NA,NA,"PF08153","NGP1NT (NUC091) domain","NOG2_MOUSE;Nucleolar_GTP-binding_protein_2"
"HVAEP1_T000643.1","OG0004040","CEP295","ENSG00000166004","centrosomal protein 295",NA,NA,NA,NA,NA,NA
"HVAEP1_T000644.2","OG0004040","CEP295","ENSG00000166004","centrosomal protein 295",NA,"PTHR21553:SF34","CENTROSOMAL PROTEIN 295",NA,NA,"CE295_HUMAN;Centrosomal_protein_of_295_kDa"
"HVAEP1_T000645.1","OG0005327","Fis1","ENSMUSG00000019054","fission, mitochondrial 1",NA,"PTHR13247:SF0","MITOCHONDRIAL FISSION 1 PROTEIN","PF14852; PF14853","Fis1 N-terminal tetratricopeptide repeat; Fis1 C-terminal tetratricopeptide repeat","FIS1_HUMAN;Mitochondrial_fission_1_protein"
"HVAEP1_T000647.2","OG0000235","CG2816","FBgn0031564","NA","AY225467.1; chordin-like protein",NA,NA,"PF00014; PF09619; PF00093; PF00219","Kunitz/Bovine pancreatic trypsin inhibitor domain; Type III secretion system lipoprotein chaperone (YscW); von Willebrand factor type C domain; Insulin-like growth factor binding protein","KCP_XENLA;Kielin/chordin-like_protein"
"HVAEP1_T000649.1",NA,NA,NA,NA,NA,"PTHR11046","OLIGORIBONUCLEASE, MITOCHONDRIAL",NA,NA,NA
"HVAEP1_T000657.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TC1A_CAEEL;Transposable_element_Tc1_transposase"
"HVAEP1_T000659.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,NA,NA,NA,NA,NA
"HVAEP1_T000662.1","OG0004553","C4orf33","ENSG00000151470","chromosome 4 open reading frame 33",NA,"PTHR31475","UPF0462 PROTEIN",NA,NA,"CD033_DANRE;UPF0462_protein_C4orf33_homolog"
"HVAEP1_T000663.1",NA,NA,NA,NA,NA,"PTHR24060:SF134","METABOTROPIC GLUTAMATE RECEPTOR FAMILY","PF01094; PF00003","Receptor family ligand binding region; 7 transmembrane sweet-taste receptor of 3 GCPR","CASR_PIG;Extracellular_calcium-sensing_receptor"
"HVAEP1_T000665.1",NA,NA,NA,NA,NA,"PTHR24060:SF134","METABOTROPIC GLUTAMATE RECEPTOR FAMILY","PF01094; PF00003","Receptor family ligand binding region; 7 transmembrane sweet-taste receptor of 3 GCPR","GRM5_HUMAN;Metabotropic_glutamate_receptor_5"
"HVAEP1_T000668.1",NA,NA,NA,NA,NA,"PTHR24060:SF134","METABOTROPIC GLUTAMATE RECEPTOR FAMILY","PF01094; PF00003","Receptor family ligand binding region; 7 transmembrane sweet-taste receptor of 3 GCPR","GRM5_HUMAN;Metabotropic_glutamate_receptor_5"
"HVAEP1_T000671.1",NA,NA,NA,NA,NA,NA,NA,"PF03184","DDE superfamily endonuclease",NA
"HVAEP1_T000672.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T000675.1",NA,NA,NA,NA,NA,"PTHR47326","TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN",NA,NA,NA
"HVAEP1_T000676.1",NA,NA,NA,NA,NA,"PTHR47326","TRANSPOSABLE ELEMENT TC3 TRANSPOSASE-LIKE PROTEIN","PF16087","Helix-turn-helix domain (DUF4817)",NA
"HVAEP1_T000678.1",NA,NA,NA,NA,NA,"PTHR33053:SF18","AGAP000105-PA",NA,NA,NA
"HVAEP1_T000680.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,NA,NA,NA,NA,NA
"HVAEP1_T000682.1",NA,NA,NA,NA,NA,NA,NA,"PF01094; PF00003","Receptor family ligand binding region; 7 transmembrane sweet-taste receptor of 3 GCPR","GRM3_MOUSE;Metabotropic_glutamate_receptor_3"
"HVAEP1_T000683.1","OG0000215","CG10431","FBgn0032730","NA",NA,"PTHR46289:SF8","52 KDA REPRESSOR OF THE INHIBITOR OF THE PROTEIN KINASE","PF05485","THAP domain","P52K_MOUSE;52_kDa_repressor_of_the_inhibitor_of_the_protein_kinase"
"HVAEP1_T000684.1",NA,NA,NA,NA,NA,NA,NA,"PF00069","Protein kinase domain","CHK2_HUMAN;Serine/threonine-protein_kinase_Chk2"
"HVAEP1_T000685.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,NA,NA,NA,NA,NA
"HVAEP1_T000686.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,NA,NA,NA,NA,NA
"HVAEP1_T000689.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,NA,NA,NA,NA,NA
"HVAEP1_T000690.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,NA,NA,"PF05699","hAT family C-terminal dimerisation region",NA
"HVAEP1_T000695.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
